arabic_instruction,instruction
في أي شريحة ينتمي العميل الذي اشترى المنتج من المتجر الشرقي بأعلى سعر أصلي ؟,In which segment does the customer who purchased the product from the east superstore with the highest original price belong?
ما هي مدة الشحن للطلب رقم CA -2011-134103 ؟,What is the shipment duration for order number CA-2011-134103?
كم عدد الطلبات التي تحتوي على كمية أكبر من 5 والتي تم شحنها بطريقة التسليم الأسرع ؟,How many orders with a quantity greater than 5 have been shipped by the fastest delivery method?
يرجى ذكر أي ثلاثة أوامر تسببت في خسارة للشركة.,Please list any three orders that caused a loss to the company.
ما المنتج الذي اشترته فيلينا أوبر ؟,Which product did Phillina Ober buy?
"من كان العميل في المتجر الكبير في المنطقة الجنوبية الذي اشترى أكثر ""كراسي بذراعين تكديس متعددة الأغراض ""؟","Who was the customer in the South Region superstore who bought the most “Hon Multipurpose Stacking Arm Chairs""?"
"ما هو الربح من بيع ""O 'Sullivan Living Dimensions 2 - Shelf Bookcases ""؟","What is the profit from selling the ""O'Sullivan Living Dimensions 2-Shelf Bookcases""?"
"كم عدد ""كراسي تكديس هون باغودا"" التي تم بيعها إجمالاً في المتجر الغربي الكبير ؟","How many of the ""Hon Pagoda Stacking Chairs"" have been sold in total in the west superstore?"
كم عدد الطلبات التي اشتراها آرون بيرغمان والتي تم تسليمها بأبطأ سرعة شحن ؟,How many orders purchased by Aaron Bergman have been delivered with the slowest shipping speed?
"ما هو السعر الأصلي لـ ""Black Avery Flip - Chart Easel Binder ""؟","What is the original price of the ""Black Avery Flip-Chart Easel Binder""?"
ما هو اسم المنتج الذي اشترته إيمي بيكسبي ؟,What is the name of the product that Aimee Bixby bought?
حدد ربح المنتج سعود كامدن كاونتي بارستر بوكيس، بلانك تشيري فينيش.,"Indicate the profit of product Sauder Camden County Barrister Bookcase, Planked Cherry Finish."
كم عدد منتجات الأثاث التي تم شحنها حسب الفئة القياسية في المتجر الشرقي الكبير ؟,How many furniture products had been shipped by standard class in the East superstore?
ما هو أعلى طلب ربح في المتجر الشرقي من العملاء من هيوستن، تكساس ؟,"What is the highest profit order in the East superstore of customers from Houston, Texas?"
كم عدد منتجات الأثاث التي تم طلبها في المتجر المركزي ؟,How many furniture products were ordered at central superstore?
ما هي أسماء المنتجات التي تم شحنها في مارس 2013 في المتجر المركزي ؟,What are the names of the products that had been shipped in March 2013 at central superstore?
كم عدد الطلبات التي تم إجراؤها من قبل العملاء الذين يعيشون في تكساس في المتجر المركزي ؟,How many orders were made by customers who live in Texas at the Central superstore?
كم عدد الطلبات التي قدمها آلان بارنز في عام 2015 في المتجر المركزي ؟,How many orders were made by Alan Barnes in 2015 at the Central superstore?
ما هو اسم المنتج للطلب CA -2011-115791 في المتجر الشرقي الكبير ؟,What is the product name of order CA-2011-115791 in the East superstore?
ما هي النسبة المئوية للطلبات التي تم شراؤها بخصم 0.2 في المتجر المركزي من قبل العملاء الذين يعيشون في تكساس ؟,What is the percentage of orders with 0.2 discount in the Central superstore were purchased by customers who live in Texas?
ما هي النسبة المئوية لطلبات الأثاث التي تم شحنها من خلال الدرجة الأولى في عام 2013 في المتجر المركزي ؟,What is the percentage of furniture orders that were shipped through first class in 2013 at the Central superstore?
من طلب من المنطقة الغربية في 12 أغسطس 2013، وحصل على خصم 0.2 ؟,"Who order from the west region on August 12, 2013, and received a discount of 0.2?"
ما هو معرّف الطلب لمنتج مغلفات الأمان Tint الذي تم طلبه في 3 يونيو 2013، في المنطقة الوسطى ؟,"What is the order ID of the security-Tint Envelopes product ordered on June 3, 2013, in the Central region?"
اذكر اسم المنتج الذي اشتراه العميل بيل شونيلي من المنطقة الوسطى.,List the product's name bought by the customer named Bill Shonely from the Central region.
يرجى ذكر اسم العملاء من المنطقة الغربية الذين اشتروا 8 عناصر بالضبط في مشترياتهم.,Please give the name of customers from the West region that bought exactly 8 items in their purchase.
من بين العملاء من هيوستن، تكساس، ما هو إجمالي ربح طلباتهم في المنطقة الوسطى ؟,"Among the customers from Houston, Texas, what is the total profit of their orders in the Central region?"
من هو العميل الذي لديه طلب تم شحنه في 5 مارس 2013، في المنطقة الشرقية ؟,"Who is the customer with an order shipped on March 5, 2013, in the eastern region?"
من بين الطلبات من عام 2016 في المنطقة الوسطى، ما هو المنتج الأقل ربحًا ؟,"Among the orders from 2016 in the Central region, what is the product with the lowest profit?"
من طلب رقم الطلب CA -2011-118976 من المنطقة الشرقية ؟,Who ordered the order ID CA-2011-118976 from the East region?
تقديم اسم المنتج للمنتج الأعلى مبيعًا في منطقة الجنوب.,Provide the product's name of the product with the highest sales in the South region.
اذكر المبيعات والأرباح والفئات الفرعية للمنتج المطلوب في رقم الطلب US -2011-126571 في المنطقة الشرقية.,"List down the sales, profit, and subcategories of the product ordered in the order ID US-2011-126571 in the East region."
ما هو اسم المنتج بأعلى كمية في عملية شراء واحدة ؟,What is the product's name in the highest quantity in a single purchase?
اذكر اسم العميل من منطقة الجنوب مع وضع شحن قياسي ومبيعات أكبر من 88 ٪ من متوسط مبيعات جميع الطلبات.,List the customer's name from the South region with a standard class ship mode and sales greater than the 88% of the average sales of all orders.
من بين العملاء من إنديانا، ما هي نسبة طلباتهم المشتراة في المنطقة الوسطى بدون خصم ؟,"Among the customers from Indiana, what is the percentage of their purchased orders in the Central region with no discount?"
من بين جميع الضباط الذكور، ما هي النسبة المئوية لهم من البيض ؟,"Among all the male officers, what is the percentage of them are White?"
ما هي النسبة المئوية للقضايا التي تورط فيها أكثر من 3 ضباط من عام 2010 إلى عام 2015 ؟,What is the percentage of the cases involved more than 3 officers from year 2010 to 2015?
في أي عام يوجد أكبر عدد من الحالات التي تم فيها استخدام المسدس كسلاح ؟,In which year has the greatest number of cases where Handgun was used as weapon?
من بين القضايا المرفوضة بحكم هيئة المحلفين الكبرى، ما هي النسبة المئوية للقضايا التي أصيب فيها الشخص ؟,"Among the cases dismissed by the grand jury disposition, what percentage of cases is where the subject is injured?"
هل زاد أو انخفض عدد الحالات التي استخدمت فيها المركبة كسلاح موضوعي من عام 2007 إلى عام 2008. اذكر الفرق.,Did the number of cases with Vehicle as subject weapon increase or decrease from year 2007 to 2008. State the difference.
"من بين سلاح ""المسدس"" الذي استخدمه الشخص المعني، كم كانت النسبة المئوية لسلاح ""أطلق النار وأخطأ ""؟","Among the 'Handgun' weapon used by subject, how many percent were 'Shoot and Miss'?"
"من هم الضباط المتورطون في القضايا التي يتم التصويت عليها على أنها ""لا مشروع قانون"". اذكر اسم العائلة والجنس.",Who are the officers involved in cases that are voted as 'No Bill'. List their last name and gender.
وهي الحالات التي يكون فيها الموضوع من الإناث. اذكر رقم القضية وحالة الموضوع والسلاح.,"Which are the cases where the subject are female. List the case number, subject status and weapon."
من الحالات التي يكون فيها المشارك ذكرًا، اذكر رقم الحالة والموقع وحالة المشارك.,"From the cases where the subject are male, list the case number and the location and subject status."
"بالنسبة للقضية(القضايا) التي يكون فيها الضابط ""إيفندن، جورج"" مسؤولاً، اذكر رقم القضية وقرار هيئة المحلفين الكبرى ؟","For case(s) where officer 'Evenden, George' is in charged, state the case number and the grand jury disposition?"
"بالنسبة للقضية رقم ""134472-2015""، اذكر الاسم الأخير للضباط المعنيين واذكر حالات الموضوع.","For case number '134472-2015', list the last name of the officers involved and state the subject statuses."
من الحالات التي توفي فيها الشخص، اذكر اسم عائلته وجنسه وعرقه ورقم قضيته.,"From the cases where the subject were deceased, list the subject's last name, gender, race and case number."
ما هي نسبة المشاركات اللواتي استخدمن السيارة كسلاح ؟,What is the percentage of subject who are female used the Vehicle as weapon?
"من حالات ""المصابين"" للموضوع، ما هي نسبة الأسلحة المستخدمة هي السكين مقابل المسدس ؟","From the 'Injured' statuses of the subject, what is the ratio of weapons used are knife against handgun?"
اذكر جميع الحالات من عام 2012 الذي توفي فيه الشخص,List all cases from the year 2012 in which the subject was deceased
من بين جميع الضباط الذكور، ما هي النسبة المئوية للضباط السود ؟,"Of all male officers, what percentage are black officers?"
كم عدد الحوادث التي كان فيها سلاح الشخص المعني مركبة تم التحقيق فيها من قبل ضابطة ؟,How many incidents in which the subject's weapon was a vehicle were investigated by a female officer?
كم عدد الحالات التي كان فيها الموضوع أنثى كانت حالة الموضوع مدرجة على أنها متوفاة ؟,In how many cases where the subject was a female was the subject's status listed as Deceased?
من بين الضباط السود، كم منهم حقق في الحالات بين عامي 2010 و 2015 ؟,"Of the black officers, how many of them investigated cases between the years 2010 and 2015?"
كم عدد الحالات التي تم العثور عليها في يونيو 2015 ؟,How many instances were found in June 2015?
كم عدد الأشخاص الذين أصيبوا بين عامي 2006 و 2014 نتيجة مسدس ؟,How many people were injured between 2006 and 2014 as a result of a handgun?
ما هو النوع الأكثر شيوعًا من الأسلحة التي تسبب الموت ؟,What is the most common type of weapon that causes death?
ما هي نسبة الذكور والإناث البيض في قوة الشرطة ؟,What is the proportion of white males and females in the police force?
كم عدد الضحايا من النساء السود أكثر من الضحايا من النساء البيض الذين تم اكتشافهم ؟,How many more black female victims than white female victims were discovered?
ما هي النسبة المئوية للوفيات الناجمة عن البنادق ؟,What percentage of deaths were caused by rifles?
ما نوع السلاح الذي تم استخدامه لمهاجمة الضحية في السجل رقم 031347-2015 ؟ ما هو عرق الضحية وجنسها ؟,Which type of weapon was used to attack the victim in the record number 031347-2015? What is the victim's race and gender?
ما هي حادثة الاقتراب من الموت التي نظر فيها شرطي يدعى روبن فريدريك ؟ ما هي الضحية في عرق وجنس هذا الحادث ؟,Which near-death incident did a policeman by the name of Ruben Fredirick look into? What is the victim in this incident's race and gender?
ما هي نسبة ضباط الشرطة الذكور الذين نظروا في الأحداث التي أصيب فيها أشخاص ؟,What proportion of male police officers looked into events where people were injured?
بالنسبة للجينات الموجودة في غشاء البلازما، يرجى ذكر عدد الكروموسومات الخاصة بها.,"For the genes that are located in the plasma membrane, please list their number of chromosomes."
كم عدد الجينات غير الأساسية الموجودة في النواة ؟,How many non-essential genes are located in the nucleus?
من بين الجينات ذات عيوب التمثيل الغذائي للحمض النووي، كم منها يمكن العثور عليه في الفجوة ؟,"Among the genes with nucleic acid metabolism defects, how many of them can be found in the vacuole?"
يرجى ذكر موقع الجينات التي تحتوي على معظم الكروموسومات.,Please list the location of the genes that have the most chromosomes.
من بين أزواج الجينات الموجودة في النواة، ما هي أعلى درجة ارتباط للتعبير ؟,"Among the pairs of genes that are both located in the nucleus, what is the highest expression correlation score?"
ما هي وظائف زوج الجينات التي لديها أدنى درجة ارتباط تعبيري ؟,What are the functions of the pair of genes that have the lowest expression correlation score?a
من بين أزواج الجينات التي ليست من فئة البروتينات الحركية، كم منها مرتبط سلبًا ؟,"Among the pairs of genes that are not from the class of motorproteins, how many of them are negatively correlated?"
بالنسبة لأزواج الجينات التي يحتوي أحدها على 8 كروموسومات والآخر على 6 كروموسومات، ما هي أعلى درجة ارتباط للتعبير ؟,"For the pairs of genes with one having 8 chromosomes and the other having 6 chromosomes, what is the highest expression correlation score?"
يرجى ذكر فكرة الجينات الموجودة في السيتوبلازم والتي تحتوي على 7 كروموسومات.,Please list the motif of the genes that are located in the cytoplasm and have 7 chromosomes.
بالنسبة للجينات غير الأساسية التي تكون وظائفها النسخ، كم منها غير موجود في السيتوبلازم ؟,"For the non-essential genes whose functions are transcription, how many of them are not located in the cytoplasm?"
كم عدد أزواج الجينات المرتبطة بشكل إيجابي غير الضرورية ؟,How many pairs of positively correlated genes are both non-essential?
إذا كان زوج من الجينات مرتبطًا بشكل إيجابي، فما هي إمكانية تكوينه من جينين كلاهما يحتويان على أكثر من 10 كروموسومات ؟,"If a pair of genes is positively correlated, what is the possibility of it being composed of two genes both with over 10 chromosomes?"
بالنسبة لأزواج الجينات من كل من فئة ATPases، ما هو متوسط درجة ارتباط التعبير ؟,"For the pairs of genes both from the class ATPases, what is the average expression correlation score?"
يسرد جميع الجينات حسب رقم المعرف الموجود في السيتوبلازم والذي تتمثل وظيفته في التمثيل الغذائي.,Lists all genes by identifier number located in the cytoplasm and whose function is metabolism.
كم عدد الجينات المختلفة التي لدينا إذا أضفنا تلك الموجودة في البلازما وفي النواة ؟,How many different genes do we have if we add those located in the plasma and in the nucleus?
ما نوع ارتباط التعبير الذي يحدث في أزواج الجينات المتفاعلة من النوع المادي وما النسبة المئوية منها المرتبطة سلبًا ؟,What kind of expression correlation occurs in physical type interacting gene pairs and what percentage of these are negatively correlated?
ما هي النسبة المئوية للجينات الموجودة في الهيكل الخلوي من فئة غير معروفة ؟ ومن بين هؤلاء، كم عدد الأنماط الظاهرية غير المشروطة ؟,"What percentage of genes located in the cytoskeleton are of unknown class? And of these, how many are not conditional phenotypes?"
ما نوع التفاعلات التي تحدث في الجينات التي تتمثل وظيفتها في النقل الخلوي وطب النقل وتصنف على أنها غير ضرورية ؟,What type of interactions occurs in genes whose function is cellular transport and transport medicine and are classified as non-essential?
اذكر جميع الجينات التي يكون تفاعلها مع الجينات الموجودة في النواة التي يرتبط بها ارتباطًا إيجابيًا.,List all genes whose interaction is with genes located in the nucleus in which it is positively correlated.
بأخذ جميع الجينات الأساسية لفئة عوامل النسخ الموجودة في النواة كمرجع، كم منها يقوم بتفاعل من النوع الجيني مع جين آخر ؟ اذكرها.,"Taking all the essential genes of the transcription factors class located in the nucleus as a reference, how many of them carry out a genetic-type interaction with another gene? List them."
من بين جميع الجينات غير الأساسية التي ليست من فئة البروتين الحركي والتي يكون نمطها الظاهري هو عيوب دورة الخلية، كم عدد الجينات التي ليس لديها نوع مادي من التفاعل ؟,"Of all the nonessential genes that are not of the motorprotein class and whose phenotype is cell cycle defects, how many do not have a physical type of interaction?"
من بين الجينات التي يكون نمطها الظاهري وعزرها عيوب استقلاب الحمض النووي، PS00107، ما هي النسبة المئوية التي تؤدي تفاعلًا إيجابيًا مع جين آخر ؟,"Of the genes whose phenotype and motif are nucleic acid metabolism defects, PS00107, what percentage perform positive interaction with another gene?"
ما هي الجينات المرتبطة سلبًا والمتفاعلة وراثيًا غير الضرورية ؟ ما هي النسبة المئوية التي يمثلونها فيما يتعلق بتلك الأساسية ؟,"Which negatively correlated, genetically interacting genes are non-essential? What percentage do they represent with respect to those that are essential?"
كم عدد التطبيقات التي تم تحديثها آخر مرة في يناير من عام 2018 ؟ يرجى كتابة مراجعة واحدة مترجمة بمشاعر إيجابية لكل تطبيق، إن وجد.,"How many apps were last updated in January of 2018? Please write one translated review with positive sentiment for each app, if there's any."
كم عدد المستخدمين الذين يحبون تطبيق 7 Minute Workout بشكل معتدل ومتى تم تحديثه آخر مرة ؟,How many users mildly likes the 7 Minute Workout app and when was it last updated?
كم عدد المستخدمين الذين لديهم موقف محايد تجاه تطبيق HTC Weather ؟ حدد تقييم التطبيق على متجر Google Play.,How many users holds neutral attitude towards the HTC Weather app? Indicate the app's rating on the Google Play Store.
ما هو اسم وفئة التطبيق الذي حصل على أعلى درجة من -1 درجة قطبية المشاعر ؟,What is the name and category of the app with the highest amount of -1 sentiment polarity score?
ما هو متوسط درجة قطبية المشاعر لتطبيق Cooking Fever ؟ حدد الفئة العمرية التي يستهدفها التطبيق.,What is the average sentiment polarity score of the Cooking Fever app? Indicate the age group that the app is targeted at.
ما هي أدنى درجة لقطبية المشاعر في تطبيق Basketball Stars للأشخاص الذين يكرهون التطبيق إلى حد كبير وكم عدد التنزيلات التي يحتوي عليها ؟,What is the lowest sentiment polarity score of the Basketball Stars app for people who dislikes the app pretty much and how many downloads does it have?
بالنسبة لتطبيق Akinator، كم عدد المراجعات التي لا تزيد عن 0.5 وما هي نسخته الحالية ؟,"For the Akinator app, how many reviews have sentiment subjectivity of no more than 0.5 and what is its current version?"
كم عدد التطبيقات التي حصلت على تقييم 5 ؟,How many apps have rating of 5?
ما هي أفضل 5 تطبيقات مجانية مثبتة ؟,What are the top 5 installed free apps?
اذكر أفضل 10 تطبيقات تمت مراجعتها.,Name the top 10 most reviewed apps.
"كم عدد المستخدمين الذين لديهم موقف محايد على تطبيق ""أفضل 10 أطعمة لك"" وما هي فئة هذا التطبيق ؟","How many of the users hold neutral attitude on ""10 Best Foods for You"" app and what category is this app?"
ما هي التطبيقات التي يحبها المستخدمون مثل هذا التطبيق وكم عدد مرات تثبيت هذه التطبيقات ؟,What are the apps that users pretty like this app and how many installs amount of these apps?
اذكر التطبيقات التي يبلغ تقييمها 3.9 واذكر المراجعة المترجمة لكل تطبيق.,List apps whose rating is 3.9 and state the translated review of each app.
كم عدد التطبيقات التي تتوافق فقط مع Android الإصدار 8.0 وما فوق ؟ ضع قائمة بمشاعر المستخدمين لهذه التطبيقات.,How many apps that are only compatible with Android ver 8.0 and above? List down the users' sentiment of these apps.
ما هي التطبيقات التي تحتوي على أنواع متعددة وما هي المشاعر الذاتية الكلية لهذه التطبيقات ؟,Which apps have multiple genres and what is the total sentiment subjectivity of these apps?
ما هي التطبيقات التي لم يتم تحديثها منذ عام 2015 وما نوع المشاعر التي يحتفظ بها المستخدمون ؟,Which apps have not been updated since year 2015 and what kind of sentiment users hold on it?
ما إجمالي عمليات تثبيت التطبيقات التي تحتوي على تصنيف محتوى للبالغين الذين تزيد أعمارهم عن 18عامًا فقط وما هي المراجعات المترجمة لها ؟,What is the total installs of apps with content rating of adults only 18+ and what are the translated reviews of it?
أي من التطبيقات هو التطبيق الأكثر مبيعًا وما هي قطبية المشاعر فيه ؟,Which of the app is the best selling app and what is the sentiments polarity of it?
ما هو متوسط تقييم تطبيقات الفئة الهزلية ؟ كم عدد المستخدمين الذين لديهم موقف إيجابي تجاه هذا التطبيق ؟,What is the average rating of comic category apps? How many users hold positive attitude towards this app?
"ما هو تقييم ""Draw A Stickman ""؟","What is the rating for ""Draw A Stickman""?"
"كم عدد المراجعات لتطبيق ""Brit + Co"" التي تحتوي على تعليق ؟","How many of the reviews for the app ""Brit + Co"" have a comment?"
أدرج أفضل 5 تطبيقات تسوق مع أكبر عدد من المراجعات.,List the top 5 shopping apps with the most reviews.
"كم عدد المراجعات المحايدة لتطبيق ""Dino War: Rise of Beasts ""؟","How many neutral reviews does the app ""Dino War: Rise of Beasts"" have?"
ما هي التطبيقات التي تحتوي على أكثر من 5000 عملية تثبيت فقط ؟,"What are the apps with only 5,000+ installs?"
"ضع قائمة بجميع التعليقات السلبية على تطبيق ""Dog Run - Pet Dog Simulator"".","List all the negative comments on the ""Dog Run - Pet Dog Simulator"" app."
أي تطبيق مجاني لديه أكثر التعليقات السلبية ؟,Which free app has the most Negative comments?
"كم عدد التعليقات السلبية الموجودة في جميع التطبيقات التي تحتوي على أكثر من 100,000,000 عملية تثبيت ؟","How many negative comments are there in all the apps with 100,000,000+ installs?"
"ما هي تقييمات المحتوى للتطبيقات التي تحتوي على ""gr8"" في تعليقاتها ؟","What are the content ratings for the apps that have ""gr8"" in their comments?"
ما هي درجة قطبية المشاعر الإجمالية لأغلى تطبيق ؟,What is the total Sentiment polarity score of the most expensive app?
"ما هو تقييم ""كتاب تلوين الحديقة ""؟ اذكر جميع مراجعاته.","What is the rating for ""Garden Coloring Book""? List all of its reviews."
ما هو تطبيق التصوير الفوتوغرافي الذي يتمتع بأعلى درجة ذاتية إجمالية للمشاعر ؟,Which Photography app has the highest total Sentiment subjectivity score?
أدرج جميع التعليقات على تطبيق Mature 17+ الأقل تقييمًا.,List all the comments on the lowest rated Mature 17+ app.
ما هو عدد أقساط التطبيق التي حصلت على أعلى درجة من إجمالي درجة قطبية المشاعر ؟,What is the number of installments of the app with the highest total Sentiment polarity score?
ما هو عدد التعليقات المحايدة من جميع تطبيقات الطقس ؟,What is the number of neutral comments from all the weather apps?
"أي من أكثر من 1,000,000,000 تطبيق من تطبيقات intalls لديها أكثر عدد من التعليقات التي لا تحتوي على تعليقات ؟","Which 1,000,000,000+ intalls apps has the most no comment reviews?"
"ما هو التقييم وإجمالي درجة ذاتية المشاعر لـ ""Onefootball - Soccer Scores ""؟","What is the rating and the total Sentiment subjectivity score of ""Onefootball - Soccer Scores""?"
"ما هي النسبة المئوية لمراجعات عدم وجود تعليقات من تطبيقات تقييم المحتوى ""للمراهقين ""؟","What percentage of no comment reviews are from ""Teen"" content rating apps?"
ما التطبيقات التي حصلت على تقييم 5 ؟ قائمة ثم اسم التطبيق.,Which apps have 5 rating? List out then application name.
"ما هي التطبيقات التي تمت مراجعتها أكثر من 75,000,000 مرة والمحتوى مناسب للمراهقين ؟",Which apps have been reviewed more than 75 000 000 times and the content is suitable for teenagers?
سرد النوع الذي يحتوي على أكثر من 1000000000.,List out genre that have downloads more than 1000000000.
ما هو متوسط سعر تطبيق المواعدة ؟,What is the average price for a dating application?
ما هو متوسط التنزيل للتطبيقات الترفيهية التي لا يزيد حجمها عن 1.0 مليون ؟,What is the average download for entertainment apps with size no more than 1.0 M?
ما هو متوسط رقم المراجعة للتطبيق الحاصل على تصنيف 5 ؟,What is the average review number for application with 5 rating?
أدرج أفضل 3 أنواع للتطبيق مع مراجعة للمشاعر أكبر من 0.5.,List out the top 3 genre for application with a sentiment review greater than 0.5.
ما هي النسبة المئوية للتطبيق مع تصنيف 4.7 الذي يحتوي على مشاعر إيجابية أكثر من المشاعر السلبية ؟,What is the percentage of application with 4.7 rating having more positives sentiment than negative sentiment?
أدرج التطبيق الذي ليس لديه شعور سلبي وأعط متوسط تقييمه ؟,List down app that does not have negative sentiment and give their average rating?
اذكر التطبيق الذي لم يتم تحديثه منذ عام 2015. ما هي النسبة المئوية لهذا التطبيق التي لديها مشاعر سلبية أكثر من المشاعر الإيجابية ؟,List down application that have not been updated since 2015. What is the percentage of this application having more negative sentiment than positive sentiment?
ما هي النسبة المئوية للتطبيق المجاني مع تصنيف 4.5 وما فوق لم يتم تحديثها منذ عام 2018 ؟,What is the percentage for free application with a rating 4.5 and above have not been updated since 2018?
ما هو النوع الذي ينتمي إليه Honkai Impact 3rd ؟,What genre does Honkai Impact 3rd belong to?
أدرج التقييم لـ App Learn C++.,List down the rating for the App Learn C++.
ما هو متوسط سعر الألعاب التي تنتمي إلى نوع الممرات الذي يحتوي على تصنيف محتوى للجميع 10+؟,What is the average price of games belonging in the arcade genre which has a content rating of Everyone 10+?
ما هو حجم متصفح 4G وكم عدد المستخدمين الذين لديهم تفضيل إيجابي عليه ؟,How much is the size of Browser 4G and how many users have a pretty positive favorability on it?
قم بتسمية التطبيقات بموضوعية معنوية تبلغ 0.3 وقم بتضمين عدد عمليات التثبيت الخاصة بها.,Name the Apps with a sentiment objectivity of 0.3 and include their number of installs.
ما هو متوسط درجة قطبية المشاعر في Golf GPS Rangefinder: Golf Pad وما هو تقييمه في متجر Google Play ؟,How much is the average sentiment polarity score of Golf GPS Rangefinder: Golf Pad and what is it's rating in the Google Play Store?
أدرج أفضل 5 ألعاب ألغاز ذات أدنى تقييم واحسب عدد المشاعر السلبية التي تلقتها الألعاب.,List the top 5 lowest rated puzzle games and count the number of negative sentiments the games received.
ما هي النسبة المئوية بين المشاعر الإيجابية والمشاعر السلبية الموجودة في Fate/Grand Order ؟ أشر أيضًا إلى الإصدار الحالي.,What is the percentage ratio between positive sentiments and negative sentiments that are in Fate/Grand Order? Also indicate the current version.
حدد عدد عمليات التثبيت وقم بتضمين النسبة المئوية للمشاعر الإيجابية لـ FREEDOME VPN Unlimited Anonymous Wifi Security.,Indicate the number of installs and include the percentage of positive sentiments of FREEDOME VPN Unlimited anonymous Wifi Security.
بالنسبة لتطبيق Honkai Impact 3rd، ما هي أعلى درجة لقطبية المشاعر وما هو النوع الذي تنتمي إليه ؟,"For the Honkai Impact 3rd App, what is the highest sentiment polarity score and what genre does it belong to?"
ما هو تقييم Dragon Ball Legends وكم عدد المستخدمين الذين لا يحبون هذا التطبيق ؟,What is the rating of Dragon Ball Legends and how many users dislike this App?
ما هو تطبيق التعليم الذي حصل على أسوأ تقييم واذكر المراجعة المترجمة إذا كانت متاحة.,Which education App has the worst rating and state the translated review if available.
أدرج جميع التطبيقات الرياضية المجانية ومراجعتها المترجمة.,List all free sports Apps and their translated review.
من بين نوع لعب الأدوار، كم عدد الأشخاص المستهدفين للمراهقين وما هو متوسط درجة قطبية المشاعر لديهم ؟,"Among the role playing game genre, how many are targeted to teens and what is their average sentiment polarity score?"
ما هو متوسط تقييم التطبيقات التي تندرج تحت نوع السباق وما هي النسبة المئوية لمراجعات المشاعر الإيجابية ؟,What is the average rating of Apps falling under the racing genre and what is the percentage ratio of positive sentiment reviews?
ما هي المنطقة التي تضم أكبر عدد من فريق المبيعات ؟,Which region has the most number of sales team?
"أدرج جميع العملاء الذين يحملون اسمًا يحتوي على كلمة ""مجموعة"".",List all the customers with name containing the word 'Group'.
ما هو متوسط الدخل لجميع أنواع المتاجر في المدينة ؟,What is the average median income for all City type of stores?
"قم بتسمية فريق المبيعات ومنطقة الطلب رقم ""SO - 000137"".",Name the sales team and the region of order number 'SO - 000137'.
"ضع قائمة بجميع أرقام الطلبات جنبًا إلى جنب مع اسم المنتج لكل طلب تحت فريق المبيعات الخاص بـ ""دوغلاس تاكر"".",List all the order numbers along with its product name for each order under the sales team of 'Douglas Tucker'.
"من بين الطلبات في عام 2020، قم بتسمية العملاء الذين حصلوا على أكبر خصم تقدموا بطلب للحصول على ""أكواب كوكتيل""","Among orders in 2020, name the customers who had the greatest discount applied for 'Cocktail Glasses'"
أدرج جميع أرقام الطلبات للمبيعات داخل المتجر وابحث عن المدينة التي يقع فيها المتجر.,List all the order numbers for In-Store sales and find the city where the store is located.
ما اسم أغلى طلب ؟ من، متى تم طلبها ؟,"Name the most expensive ordered? Who, when was it ordered?"
"اذكر جميع الأرقام التي طلبتها ""Rochester Ltd"" في عام 2018.",List all the numbers ordered by 'Rochester Ltd' in 2018.
تقديم جميع الطلبات من WARE - NMK1003. قم بتسمية فريق المنتج والمبيعات لكل طلب من هذه الطلبات.,Provide all the orders from WARE-NMK1003. Name the product and sales team for each of these order.
اذكر اسم جميع العملاء الذين أجروا طلبات عبر الإنترنت.,List the name of all customers who had made orders online.
حساب متوسط صافي الربح لمنتج أدوات الخبز.,Calculate the average net profit for bakeware product.
اذكر اسم فريق المبيعات الذي كان لديه طلبات بأكبر ربح صافٍ في عام 2020.,Name the sales team name who had orders with the greatest net profit in 2020.
حدد رقم الطلب واحسب صافي الربح لكل طلب بموجب Joshua Bennett.,Sate the order number and calculate the net profit for each order under Joshua Bennett.
من بين طلبات المبيعات التي تم شحنها في يوليو 2018، احسب النسبة المئوية لطلبات العطور المنزلية.,"Among the sales order shipped in July 2018, calculate the percentage of orders for home fragrances."
"اذكر معرّفات العملاء والأسماء التي تبدأ بالحروف الأبجدية ""W"".","List down the customer IDs and names that start with alphabet ""W""."
"اذكر معرّفات المنتج والأسماء التي تتضمن كلمة ""في الهواء الطلق"".","List down the product IDs and names that include the word ""Outdoor""."
من بين المبيعات بخصم 40 ٪ عبر القناة داخل المتجر، كم عدد المنتجات التي تم شحنها من رمز المستودع WARE - NMK1003 ؟,"Among the sales with 40% discount via in-store channel, how many products were shipped from warehouse code of WARE-NMK1003?"
اذكر المدينة الأكثر اكتظاظًا بالسكان ومتوسط دخل المتجر في ولاية فلوريدا.,Mention the most populated city and median income of the store in Florida state.
صف بطاقة الهوية والمدينة والمنطقة للمتاجر الموجودة في بلد ألين.,"Describe the ID, city and region of the stores which are in Allen country."
أدرج بطاقة الهوية والمدينة والولاية والمنطقة لنوع المتجر الذي يكون أقل بين البلدة و CDP.,"List the ID, city, state and region for the store type which is fewer between borough and CDP."
اكتب المنطقة واسم معرف فريق البيع المكون من 18 شخصًا وقارن طلباتهم بين المتجر وعبر الإنترنت.,Write down the region and name of the sale team ID of 18 and compare their orders between in-store and online.
"احسب النسبة المئوية للطلب عبر قناة المتجر الخاصة بالعميل ""Medline"".","Calculate the percentage of order via in-store channel of customer ""Medline""."
